idx,Action
77650,Stop Sign
65448,Sliding Two Fingers Up
31197,No gesture
133489,Stop Sign
60600,Doing other things
12537,Doing other things
26826,Thumb Up
35865,Turning Hand Clockwise
144385,Sliding Two Fingers Up
48636,Swiping Left
66004,Thumb Up
54462,Stop Sign
45846,Sliding Two Fingers Up
17359,Stop Sign
139481,No gesture
23023,Turning Hand Clockwise
84800,Thumb Up
109741,Swiping Right
138256,Swiping Right
73418,No gesture
82514,Stop Sign
95607,Swiping Left
46860,Doing other things
121383,Thumb Up
83314,Swiping Right
102148,Turning Hand Clockwise
50588,Sliding Two Fingers Up
28991,Doing other things
44285,Sliding Two Fingers Down
118574,No gesture
138253,Stop Sign
84939,No gesture
72859,No gesture
58099,Sliding Two Fingers Down
67858,Swiping Right
70941,Doing other things
131686,Thumb Up
99133,Turning Hand Clockwise
80384,Swiping Right
125978,Thumb Up
31202,Stop Sign
28521,Turning Hand Clockwise
88537,Stop Sign
40604,Sliding Two Fingers Down
50212,Swiping Left
103989,Doing other things
44604,Thumb Up
134501,Sliding Two Fingers Up
78947,Sliding Two Fingers Up
100660,Doing other things
98672,Doing other things
11804,Doing other things
139135,Sliding Two Fingers Down
41620,Doing other things
41276,Doing other things
9200,Sliding Two Fingers Up
33700,Sliding Two Fingers Down
14030,No gesture
83517,Doing other things
139489,Stop Sign
132417,Turning Hand Clockwise
2084,Sliding Two Fingers Down
83739,Swiping Left
140084,Stop Sign
128995,Sliding Two Fingers Up
119543,Doing other things
109520,Doing other things
117466,Doing other things
18656,Swiping Right
17970,Swiping Right
129157,No gesture
26149,Thumb Up
103432,Turning Hand Clockwise
93647,Doing other things
82618,No gesture
79453,Sliding Two Fingers Up
86681,Sliding Two Fingers Up
79569,Doing other things
74911,Swiping Left
54206,Swiping Left
52138,Doing other things
63680,Doing other things
49428,Sliding Two Fingers Down
97195,Sliding Two Fingers Down
132408,Sliding Two Fingers Up
124702,Doing other things
135152,No gesture
51051,Sliding Two Fingers Down
45869,Sliding Two Fingers Down
84262,Thumb Up
119388,Turning Hand Clockwise
41227,Doing other things
66224,Sliding Two Fingers Down
106026,Sliding Two Fingers Down
65829,Sliding Two Fingers Down
128661,Swiping Left
89699,Sliding Two Fingers Down
70736,Swiping Right
147692,Swiping Left
124543,Sliding Two Fingers Down
56565,Swiping Right
124463,Stop Sign
126796,No gesture
64916,Thumb Up
56269,Swiping Right
46274,Turning Hand Clockwise
59744,Sliding Two Fingers Up
135640,Swiping Right
131155,Thumb Up
59205,Sliding Two Fingers Up
61498,Stop Sign
23094,Doing other things
118489,Sliding Two Fingers Down
23371,Thumb Up
14629,Swiping Right
56761,Turning Hand Clockwise
12913,Stop Sign
143294,Stop Sign
82747,Stop Sign
44635,Doing other things
8405,Doing other things
55611,Turning Hand Clockwise
103404,No gesture
72034,Stop Sign
97126,Sliding Two Fingers Up
124771,Thumb Up
27560,Doing other things
92115,Sliding Two Fingers Up
79460,Thumb Up
97377,Doing other things
105259,Stop Sign
124442,Swiping Right
131872,Doing other things
95457,Swiping Right
44524,Doing other things
18114,No gesture
35997,Swiping Left
30190,Stop Sign
73909,Sliding Two Fingers Down
97259,Swiping Left
96579,No gesture
132341,Stop Sign
96161,Thumb Up
26731,Doing other things
3991,Sliding Two Fingers Up
107795,Doing other things
138894,Swiping Left
118095,Stop Sign
49104,Sliding Two Fingers Down
25397,Turning Hand Clockwise
49836,No gesture
102408,No gesture
86491,Swiping Left
48939,No gesture
5109,Thumb Up
15488,No gesture
12018,No gesture
144392,Doing other things
111526,Sliding Two Fingers Down
61022,Thumb Up
109720,Stop Sign
90216,Doing other things
134490,Doing other things
128662,No gesture
17613,Swiping Right
83006,Swiping Right
92474,Thumb Up
71554,Swiping Right
60016,Thumb Up
95261,No gesture
6139,Sliding Two Fingers Up
36769,Swiping Right
80006,Swiping Right
100079,Thumb Up
146607,Sliding Two Fingers Down
39198,Turning Hand Clockwise
29300,Thumb Up
140894,Turning Hand Clockwise
102365,Turning Hand Clockwise
36605,No gesture
2223,Turning Hand Clockwise
47184,Doing other things
37459,Swiping Right
7942,Doing other things
10982,Doing other things
63749,Turning Hand Clockwise
85084,Stop Sign
28189,Swiping Right
113576,Sliding Two Fingers Up
101166,Thumb Up
134379,Swiping Right
63819,Swiping Left
9859,Swiping Right
87808,Doing other things
18955,Sliding Two Fingers Down
30734,Swiping Right
140420,Swiping Left
129398,Swiping Left
40915,Swiping Left
84495,Doing other things
19299,Swiping Left
25581,Stop Sign
32998,Doing other things
13743,No gesture
95645,Stop Sign
19120,Thumb Up
131713,Doing other things
39961,Stop Sign
23511,Swiping Left
16949,Stop Sign
52175,No gesture
30989,Thumb Up
91260,Sliding Two Fingers Up
48242,No gesture
119609,Swiping Left
131609,Turning Hand Clockwise
140933,Swiping Left
105674,Thumb Up
19116,Sliding Two Fingers Up
69296,Swiping Left
45983,Turning Hand Clockwise
129838,Swiping Right
131467,Doing other things
106473,Turning Hand Clockwise
100110,Sliding Two Fingers Down
68374,Stop Sign
145409,Doing other things
67632,Doing other things
25338,No gesture
109410,Swiping Left
21179,Doing other things
75017,No gesture
92590,Sliding Two Fingers Down
68182,Swiping Left
133443,Thumb Up
112774,Stop Sign
9041,Sliding Two Fingers Down
67368,Thumb Up
25369,Sliding Two Fingers Down
86972,Doing other things
65391,Doing other things
52772,Swiping Right
96024,Thumb Up
44529,Swiping Right
90482,Swiping Left
37741,Turning Hand Clockwise
35428,No gesture
117414,Swiping Left
107286,Swiping Right
90351,Sliding Two Fingers Up
117464,No gesture
45795,Swiping Left
117784,Swiping Left
135434,Stop Sign
118560,Doing other things
14481,Sliding Two Fingers Down
48735,Swiping Left
96042,Sliding Two Fingers Down
76056,Turning Hand Clockwise
67156,Turning Hand Clockwise
102400,Stop Sign
40405,Swiping Right
128957,Swiping Left
15625,Sliding Two Fingers Down
92696,Thumb Up
143337,Swiping Right
40599,Swiping Right
110706,Doing other things
81362,No gesture
80419,No gesture
53888,No gesture
66737,Swiping Right
30772,Doing other things
26095,Doing other things
63933,No gesture
125773,Doing other things
79948,Swiping Right
102998,Doing other things
124147,Sliding Two Fingers Up
31533,Thumb Up
5086,Doing other things
91054,No gesture
52499,Sliding Two Fingers Down
78338,Thumb Up
92387,Turning Hand Clockwise
126823,Thumb Up
32826,Doing other things
31272,Swiping Right
39694,Thumb Up
115522,Doing other things
1214,Swiping Left
73936,Doing other things
56800,Doing other things
46987,Stop Sign
67977,Doing other things
112697,Turning Hand Clockwise
63632,Sliding Two Fingers Down
55510,Swiping Left
94913,Doing other things
25011,Thumb Up
69113,Sliding Two Fingers Up
102665,Sliding Two Fingers Down
101697,Swiping Right
44590,Sliding Two Fingers Up
118561,Doing other things
23032,Doing other things
22266,Stop Sign
66282,Turning Hand Clockwise
110520,Swiping Right
14409,Swiping Right
44722,Doing other things
51894,Swiping Left
138597,Stop Sign
99957,Doing other things
131521,Doing other things
119225,Swiping Left
57057,Doing other things
5180,Stop Sign
56864,Thumb Up
20838,Sliding Two Fingers Up
48041,Sliding Two Fingers Down
61060,Turning Hand Clockwise
54514,Doing other things
145384,Stop Sign
67106,Doing other things
71628,Doing other things
39789,Stop Sign
132025,Thumb Up
136448,Swiping Right
139759,Doing other things
60462,Stop Sign
63102,Stop Sign
119638,No gesture
67218,Doing other things
125495,Sliding Two Fingers Down
63959,No gesture
15505,Sliding Two Fingers Down
64410,Doing other things
61701,Turning Hand Clockwise
116245,Thumb Up
101374,Sliding Two Fingers Down
32068,Swiping Left
43898,Turning Hand Clockwise
9460,Swiping Right
102658,Swiping Left
23586,Sliding Two Fingers Down
83371,Doing other things
110331,Doing other things
106638,Swiping Left
76758,Doing other things
46387,Stop Sign
117160,Swiping Right
79024,Doing other things
7364,Doing other things
8872,No gesture
66092,Doing other things
90413,Swiping Left
2187,Thumb Up
126779,No gesture
96969,Turning Hand Clockwise
55400,No gesture
96923,No gesture
51541,Sliding Two Fingers Down
138604,Doing other things
133983,Doing other things
120215,Swiping Right
51098,Stop Sign
79476,Doing other things
50314,Sliding Two Fingers Up
23721,Doing other things
137836,Swiping Left
112620,Doing other things
125737,Sliding Two Fingers Down
118946,Stop Sign
86205,No gesture
28900,Swiping Right
32728,Sliding Two Fingers Down
136376,Swiping Left
24635,No gesture
73000,Turning Hand Clockwise
139544,Thumb Up
115211,Swiping Left
30666,Sliding Two Fingers Up
55460,Swiping Right
145596,Sliding Two Fingers Down
34634,Doing other things
145657,Sliding Two Fingers Down
31636,Doing other things
89086,Turning Hand Clockwise
115537,No gesture
118725,Doing other things
22183,Sliding Two Fingers Up
145695,Swiping Right
34817,Sliding Two Fingers Up
107616,Doing other things
82224,Sliding Two Fingers Down
68367,Swiping Right
94530,Sliding Two Fingers Down
5523,Sliding Two Fingers Down
53091,Doing other things
147762,Sliding Two Fingers Up
118125,Sliding Two Fingers Up
142405,Turning Hand Clockwise
62315,Swiping Right
107895,Doing other things
90088,Sliding Two Fingers Down
63407,Doing other things
67024,Swiping Left
85735,No gesture
139102,Sliding Two Fingers Up
78528,No gesture
69893,No gesture
69112,Swiping Left
37257,Doing other things
131905,Swiping Right
128018,Swiping Right
10856,Sliding Two Fingers Up
135595,No gesture
33892,Doing other things
25469,Sliding Two Fingers Down
122723,Thumb Up
144883,Thumb Up
9224,Sliding Two Fingers Down
122954,Sliding Two Fingers Down
77778,Swiping Right
26468,Sliding Two Fingers Down
77825,Turning Hand Clockwise
78813,Doing other things
92229,Doing other things
136484,Turning Hand Clockwise
28711,Doing other things
10502,Stop Sign
15888,Turning Hand Clockwise
91797,No gesture
10103,Stop Sign
6662,Doing other things
75534,Stop Sign
17341,Turning Hand Clockwise
91269,Turning Hand Clockwise
28485,Stop Sign
36786,Stop Sign
47963,Sliding Two Fingers Up
80259,Sliding Two Fingers Up
128834,Thumb Up
131413,Swiping Right
42613,Sliding Two Fingers Down
52490,Thumb Up
116660,Swiping Right
96090,Swiping Right
77474,Doing other things
18560,Swiping Right
110443,Sliding Two Fingers Down
135047,Sliding Two Fingers Down
123875,Sliding Two Fingers Down
136065,Doing other things
2345,Swiping Right
15937,Stop Sign
25111,Sliding Two Fingers Up
26726,Swiping Right
21083,No gesture
47744,Doing other things
64354,Thumb Up
1165,Turning Hand Clockwise
1449,No gesture
111794,Swiping Right
80101,Swiping Right
104754,Swiping Right
17936,Swiping Right
111701,Turning Hand Clockwise
114415,Thumb Up
130191,No gesture
53700,Sliding Two Fingers Up
67307,Doing other things
46900,Doing other things
47928,Swiping Right
6698,Stop Sign
36205,Doing other things
113004,No gesture
44146,Stop Sign
124478,No gesture
78913,Doing other things
41651,Sliding Two Fingers Up
6004,Sliding Two Fingers Down
91873,Thumb Up
51651,Sliding Two Fingers Up
81953,Swiping Right
45551,Thumb Up
28469,No gesture
88808,No gesture
49706,Swiping Left
20345,Thumb Up
80161,Sliding Two Fingers Down
100840,Sliding Two Fingers Down
79971,Stop Sign
137551,No gesture
64348,Stop Sign
32333,No gesture
119737,Doing other things
139587,No gesture
147908,No gesture
130616,Doing other things
82084,Swiping Right
17732,Doing other things
132147,Thumb Up
48085,No gesture
138659,Swiping Right
84959,Sliding Two Fingers Up
138720,Swiping Right
96253,Doing other things
76600,Doing other things
111120,Stop Sign
73749,No gesture
98164,Sliding Two Fingers Down
123890,Thumb Up
15094,Stop Sign
115922,Swiping Right
68525,Turning Hand Clockwise
55603,Sliding Two Fingers Up
40448,Doing other things
62292,Swiping Right
83776,Thumb Up
103510,Swiping Right
85317,Sliding Two Fingers Up
108066,Doing other things
54180,Doing other things
142382,Doing other things
19910,Thumb Up
143048,Doing other things
133687,Sliding Two Fingers Up
122635,Turning Hand Clockwise
144089,Sliding Two Fingers Down
142861,Doing other things
95146,Sliding Two Fingers Down
76742,Sliding Two Fingers Down
129690,Stop Sign
108809,Sliding Two Fingers Down
36070,No gesture
139500,Sliding Two Fingers Down
36220,Doing other things
28257,Swiping Right
46078,Doing other things
36541,Sliding Two Fingers Up
112927,Stop Sign
4864,Doing other things
65991,Sliding Two Fingers Down
15737,Sliding Two Fingers Up
75875,Swiping Left
80504,Doing other things
100270,Doing other things
5736,No gesture
143561,Sliding Two Fingers Down
147479,Doing other things
26610,Stop Sign
93386,Doing other things
105002,Swiping Right
47853,No gesture
130492,Thumb Up
111816,Doing other things
95491,Thumb Up
47985,Doing other things
78805,Swiping Right
29004,Thumb Up
55112,Doing other things
110722,Sliding Two Fingers Down
53157,Sliding Two Fingers Up
18225,Sliding Two Fingers Down
6829,Doing other things
110928,Sliding Two Fingers Down
62036,Doing other things
121169,Doing other things
103488,Stop Sign
25761,Swiping Right
75496,Doing other things
75321,Doing other things
109463,Doing other things
29888,Stop Sign
80648,Stop Sign
42579,Swiping Right
20260,Thumb Up
92918,Swiping Left
30822,Thumb Up
75568,Sliding Two Fingers Up
50574,Sliding Two Fingers Up
130764,Stop Sign
101898,Stop Sign
115031,No gesture
11059,No gesture
4861,Turning Hand Clockwise
18373,Thumb Up
43560,Thumb Up
65642,Thumb Up
124732,Turning Hand Clockwise
101201,Swiping Left
4005,Stop Sign
6159,Stop Sign
41383,Doing other things
20688,Doing other things
7581,Turning Hand Clockwise
24551,Sliding Two Fingers Down
75777,Doing other things
1382,Swiping Right
59963,Swiping Right
121155,Sliding Two Fingers Down
111874,Sliding Two Fingers Down
91204,Thumb Up
102163,Doing other things
126354,Doing other things
91695,Sliding Two Fingers Up
62839,Doing other things
112257,Turning Hand Clockwise
17096,Doing other things
94498,Turning Hand Clockwise
115267,Sliding Two Fingers Down
140078,Swiping Right
48137,Sliding Two Fingers Down
102469,Sliding Two Fingers Up
109863,Swiping Left
108393,Stop Sign
97994,Turning Hand Clockwise
39674,Doing other things
111660,Sliding Two Fingers Down
96958,Doing other things
45971,Thumb Up
56690,Swiping Left
77204,Stop Sign
123610,Stop Sign
44783,Sliding Two Fingers Up
62123,Swiping Right
9066,No gesture
109503,Swiping Left
95952,Swiping Right
113098,Stop Sign
130785,Turning Hand Clockwise
15348,Sliding Two Fingers Up
61454,No gesture
82386,No gesture
87982,Thumb Up
89788,Sliding Two Fingers Up
79340,Stop Sign
112540,Sliding Two Fingers Up
65248,Sliding Two Fingers Down
124821,Swiping Right
141185,Sliding Two Fingers Up
23984,Doing other things
137468,Doing other things
125208,Sliding Two Fingers Down
138635,Stop Sign
35757,Doing other things
115452,Thumb Up
137976,Sliding Two Fingers Down
30010,Swiping Right
73965,Doing other things
36399,Doing other things
90225,Doing other things
86372,No gesture
34493,Turning Hand Clockwise
103832,Swiping Left
99285,No gesture
142734,Swiping Left
82286,Sliding Two Fingers Up
145683,Swiping Right
132815,Sliding Two Fingers Up
143599,Swiping Right
5646,Doing other things
69270,Doing other things
41536,Sliding Two Fingers Up
3778,Sliding Two Fingers Up
80842,Sliding Two Fingers Down
11662,Stop Sign
112458,Doing other things
116654,No gesture
14315,Doing other things
14758,Sliding Two Fingers Up
104225,Swiping Left
4487,Sliding Two Fingers Up
5505,Swiping Left
31691,No gesture
19600,Doing other things
109886,Swiping Left
71516,Doing other things
119275,Turning Hand Clockwise
99193,Doing other things
42260,Swiping Right
43514,Sliding Two Fingers Down
24678,Swiping Left
146608,Doing other things
4022,Stop Sign
26289,Sliding Two Fingers Up
44737,Doing other things
106711,Doing other things
114742,Sliding Two Fingers Up
81916,Turning Hand Clockwise
131950,Turning Hand Clockwise
29865,Doing other things
110747,Sliding Two Fingers Down
75880,Turning Hand Clockwise
111856,Doing other things
128578,Swiping Right
76209,No gesture
41747,Sliding Two Fingers Up
117191,Doing other things
109808,Doing other things
74763,Doing other things
103701,Sliding Two Fingers Down
61484,Doing other things
18007,Sliding Two Fingers Down
3039,Stop Sign
77890,Sliding Two Fingers Down
2273,Doing other things
44843,No gesture
80460,Doing other things
94993,Thumb Up
66288,Swiping Left
60723,Turning Hand Clockwise
39375,Sliding Two Fingers Up
3297,Stop Sign
130757,Stop Sign
36371,Thumb Up
70444,Doing other things
61444,Doing other things
14005,Sliding Two Fingers Up
71531,Thumb Up
29441,No gesture
22408,Stop Sign
104213,Swiping Left
135339,No gesture
66034,Sliding Two Fingers Up
56656,Sliding Two Fingers Up
54606,Turning Hand Clockwise
32294,Thumb Up
60032,Thumb Up
126703,Stop Sign
20189,Doing other things
21378,Swiping Right
39175,Turning Hand Clockwise
32488,Swiping Right
134406,Thumb Up
26932,Thumb Up
116444,Swiping Left
65166,Turning Hand Clockwise
34547,No gesture
135287,Doing other things
96266,Swiping Right
29082,Doing other things
45346,Thumb Up
17508,Doing other things
103266,Sliding Two Fingers Down
432,Turning Hand Clockwise
111195,Doing other things
65648,Doing other things
104338,Doing other things
139647,Doing other things
65212,No gesture
54290,Sliding Two Fingers Up
1924,Stop Sign
49306,Doing other things
51979,Sliding Two Fingers Down
100190,Sliding Two Fingers Up
7324,Turning Hand Clockwise
94674,Doing other things
77526,Doing other things
3546,Thumb Up
99499,Sliding Two Fingers Up
80163,Thumb Up
97890,Sliding Two Fingers Down
40419,Swiping Left
66481,Swiping Right
138106,Sliding Two Fingers Down
81015,No gesture
3435,Swiping Right
50132,Doing other things
101190,Swiping Left
32416,Turning Hand Clockwise
136061,Doing other things
85424,Thumb Up
31779,Doing other things
24517,Stop Sign
81410,Swiping Left
117058,Turning Hand Clockwise
86028,Doing other things
81346,Turning Hand Clockwise
27332,Sliding Two Fingers Down
89089,No gesture
46915,No gesture
31447,Doing other things
20975,No gesture
88434,Sliding Two Fingers Down
67011,Swiping Right
19540,No gesture
120233,Stop Sign
107460,Swiping Right
140276,Turning Hand Clockwise
137576,Turning Hand Clockwise
133221,Doing other things
114565,Doing other things
119913,Sliding Two Fingers Down
106739,Swiping Left
140451,Stop Sign
62771,Sliding Two Fingers Down
113200,Sliding Two Fingers Down
34897,Turning Hand Clockwise
5968,Doing other things
110572,Swiping Left
76449,Thumb Up
41932,Swiping Right
87592,Doing other things
147750,Sliding Two Fingers Down
54036,Swiping Left
122296,Sliding Two Fingers Down
57265,Swiping Left
79413,Swiping Right
39007,Sliding Two Fingers Down
44287,Doing other things
81637,Doing other things
135477,Sliding Two Fingers Down
62861,Thumb Up
87247,Sliding Two Fingers Down
104406,Thumb Up
25818,Thumb Up
68711,No gesture
134883,No gesture
5932,Thumb Up
42809,Swiping Right
125576,Swiping Left
72950,Swiping Right
140722,Swiping Left
91548,Doing other things
106755,Stop Sign
120835,No gesture
147226,Swiping Right
98351,Turning Hand Clockwise
132706,Doing other things
119104,Sliding Two Fingers Down
54834,Sliding Two Fingers Up
65863,No gesture
42106,Swiping Left
120937,Swiping Right
18069,Thumb Up
40292,Stop Sign
124877,Sliding Two Fingers Down
56818,Thumb Up
31729,Sliding Two Fingers Down
58208,Sliding Two Fingers Down
25914,Doing other things
62920,Sliding Two Fingers Up
67140,No gesture
142024,Sliding Two Fingers Up
52125,Swiping Left
3960,Turning Hand Clockwise
6541,Stop Sign
61290,Sliding Two Fingers Up
34094,Doing other things
36201,Swiping Right
109366,Doing other things
49897,Doing other things
86743,Sliding Two Fingers Down
40667,Stop Sign
84814,Swiping Right
55590,Swiping Left
25223,Swiping Left
99269,Thumb Up
140282,Doing other things
9415,No gesture
30252,No gesture
27031,No gesture
17127,Doing other things
30039,Swiping Left
103322,Sliding Two Fingers Down
61739,Doing other things
35039,Doing other things
3340,Swiping Left
107955,Swiping Left
129367,Thumb Up
112131,Swiping Right
10343,Doing other things
66195,Doing other things
65892,Swiping Right
119597,Sliding Two Fingers Up
114612,Doing other things
122147,Doing other things
23551,Doing other things
56064,Swiping Left
79370,Turning Hand Clockwise
7519,Doing other things
69787,Sliding Two Fingers Down
35460,Swiping Left
27493,Doing other things
104041,Doing other things
86098,Sliding Two Fingers Down
7555,Stop Sign
116138,Sliding Two Fingers Down
19380,Sliding Two Fingers Down
18849,Swiping Left
102304,Stop Sign
46761,Swiping Left
139129,Thumb Up
65336,Turning Hand Clockwise
131719,Turning Hand Clockwise
37445,Sliding Two Fingers Down
88339,Swiping Left
12369,Swiping Right
61832,Doing other things
90529,Doing other things
83289,Sliding Two Fingers Down
114082,Sliding Two Fingers Up
146216,Doing other things
2712,Stop Sign
117995,Doing other things
26975,Turning Hand Clockwise
67034,Thumb Up
3919,Swiping Left
20777,Stop Sign
133502,Thumb Up
54708,Doing other things
32497,No gesture
29677,Sliding Two Fingers Down
108550,Doing other things
92981,Doing other things
140512,Swiping Right
121087,No gesture
62549,Doing other things
576,Sliding Two Fingers Up
33781,Sliding Two Fingers Up
70592,Sliding Two Fingers Down
26549,Swiping Right
111096,Sliding Two Fingers Down
10712,Sliding Two Fingers Up
93487,Sliding Two Fingers Up
102087,Doing other things
48354,Thumb Up
143084,Swiping Left
90426,Sliding Two Fingers Up
28488,Stop Sign
98220,Sliding Two Fingers Down
73690,Doing other things
50315,Stop Sign
104802,No gesture
110280,Stop Sign
124392,Sliding Two Fingers Up
57123,Doing other things
21839,Swiping Right
5261,Swiping Right
41541,Swiping Left
89353,Swiping Right
39068,Swiping Right
109235,Doing other things
748,Sliding Two Fingers Up
48526,Swiping Right
67873,No gesture
106085,No gesture
127046,No gesture
116131,Thumb Up
29920,Doing other things
31222,Stop Sign
57938,Doing other things
131283,Swiping Left
30347,Doing other things
135952,Swiping Right
144899,Swiping Right
92701,Stop Sign
101647,No gesture
58745,Thumb Up
31609,Doing other things
106919,Sliding Two Fingers Up
53921,Thumb Up
91448,Swiping Left
69597,Doing other things
85005,Thumb Up
17164,Doing other things
5056,No gesture
123567,Stop Sign
27777,Swiping Left
133547,Doing other things
8218,No gesture
100358,Swiping Right
63683,Stop Sign
55155,Doing other things
133567,Turning Hand Clockwise
120232,Doing other things
109844,Turning Hand Clockwise
142114,No gesture
86484,No gesture
126161,Swiping Left
123044,Doing other things
41230,Thumb Up
31801,Stop Sign
32997,Doing other things
87171,Doing other things
31831,Doing other things
135463,Doing other things
121033,Sliding Two Fingers Up
141353,No gesture
11396,Doing other things
88613,No gesture
58124,Stop Sign
120590,Doing other things
61947,Swiping Left
118931,Turning Hand Clockwise
1375,Doing other things
2303,No gesture
90471,Swiping Left
60911,Doing other things
42364,Stop Sign
6526,Sliding Two Fingers Up
138381,Doing other things
33385,Doing other things
127104,Turning Hand Clockwise
52854,Doing other things
78547,Doing other things
8682,Sliding Two Fingers Up
64798,Stop Sign
140249,Stop Sign
101137,Swiping Left
90069,Swiping Left
6170,Thumb Up
7789,Doing other things
19828,Doing other things
29996,Sliding Two Fingers Up
96180,Stop Sign
112651,Thumb Up
39407,No gesture
80818,Swiping Left
39401,No gesture
58178,Turning Hand Clockwise
132702,Sliding Two Fingers Down
138964,Doing other things
60125,Thumb Up
12512,Doing other things
89481,No gesture
141051,No gesture
71801,Thumb Up
78946,Doing other things
125353,Thumb Up
73203,Sliding Two Fingers Down
147446,Doing other things
75524,No gesture
32308,Thumb Up
16408,Stop Sign
95290,No gesture
120992,Sliding Two Fingers Down
62648,Doing other things
81315,Thumb Up
56476,No gesture
55555,Sliding Two Fingers Up
17391,No gesture
139898,Thumb Up
32668,Doing other things
28769,Thumb Up
6716,No gesture
96810,Swiping Right
18479,Thumb Up
936,No gesture
83912,Thumb Up
92354,Sliding Two Fingers Down
129336,Sliding Two Fingers Down
41988,No gesture
133943,Stop Sign
146206,Swiping Left
71000,Turning Hand Clockwise
2311,No gesture
147968,Sliding Two Fingers Up
71831,Thumb Up
113643,Swiping Left
114529,Swiping Right
101493,Sliding Two Fingers Up
130135,No gesture
3197,No gesture
5770,Doing other things
71270,Doing other things
12026,Thumb Up
113326,Doing other things
44898,Doing other things
87520,Sliding Two Fingers Down
80272,Swiping Right
3074,Doing other things
29363,No gesture
74680,Sliding Two Fingers Down
24489,Sliding Two Fingers Up
56945,Doing other things
68107,No gesture
134665,Sliding Two Fingers Up
31942,Sliding Two Fingers Up
18991,Sliding Two Fingers Down
146805,Sliding Two Fingers Up
3381,Swiping Left
2876,Swiping Right
15017,Stop Sign
15884,Swiping Right
30195,Swiping Right
10751,Swiping Left
111424,Doing other things
96227,Sliding Two Fingers Up
127388,Stop Sign
24294,Turning Hand Clockwise
41066,Swiping Left
73779,Thumb Up
7189,Swiping Right
103414,Doing other things
132138,Swiping Left
45747,Sliding Two Fingers Up
64280,Doing other things
40412,Thumb Up
109065,Stop Sign
10599,Turning Hand Clockwise
143130,Doing other things
14876,Thumb Up
56741,Swiping Right
117479,Turning Hand Clockwise
120786,No gesture
118567,Sliding Two Fingers Down
111140,No gesture
23714,Stop Sign
207,Stop Sign
47101,Sliding Two Fingers Up
121343,Sliding Two Fingers Down
110907,Doing other things
125132,No gesture
87942,No gesture
52791,Sliding Two Fingers Up
12860,Doing other things
51655,Sliding Two Fingers Down
79335,Sliding Two Fingers Up
72496,Thumb Up
34453,Stop Sign
79096,Swiping Left
5990,Sliding Two Fingers Up
65855,Stop Sign
15180,Thumb Up
65072,Doing other things
8070,Doing other things
107307,Swiping Right
17918,Doing other things
53292,No gesture
117667,Thumb Up
103992,Swiping Right
136515,Doing other things
91228,Sliding Two Fingers Down
80461,Turning Hand Clockwise
61187,Doing other things
27770,No gesture
147363,Stop Sign
49552,Swiping Left
897,No gesture
59666,Thumb Up
135717,Thumb Up
60294,Swiping Right
118607,Sliding Two Fingers Up
42376,Swiping Left
10793,Doing other things
130330,Turning Hand Clockwise
55634,Thumb Up
138742,Stop Sign
95033,Doing other things
29995,Sliding Two Fingers Up
139516,Stop Sign
57191,No gesture
52796,Swiping Right
11143,Doing other things
6289,Turning Hand Clockwise
31986,Thumb Up
33603,Doing other things
67174,Thumb Up
117040,Turning Hand Clockwise
93637,Doing other things
122266,Thumb Up
20909,Swiping Left
127126,No gesture
49855,Doing other things
111200,Stop Sign
103562,Thumb Up
127958,Doing other things
15176,Swiping Right
84042,Doing other things
82481,Doing other things
104052,Doing other things
146697,No gesture
61716,Swiping Left
116134,Stop Sign
146933,Thumb Up
127373,No gesture
71649,Swiping Left
32044,Stop Sign
118167,Swiping Right
95151,No gesture
66473,Sliding Two Fingers Down
20603,Swiping Left
37028,Doing other things
63502,Sliding Two Fingers Down
54709,Sliding Two Fingers Down
99874,Thumb Up
113253,Thumb Up
13878,Swiping Left
97364,Sliding Two Fingers Down
85454,Turning Hand Clockwise
39205,Doing other things
82700,Doing other things
116691,Sliding Two Fingers Up
130518,Doing other things
57357,Doing other things
95569,Stop Sign
38326,Sliding Two Fingers Down
119714,Thumb Up
28732,Stop Sign
50381,Swiping Left
99375,Swiping Right
90389,Doing other things
126650,Swiping Left
10125,Swiping Right
101610,Turning Hand Clockwise
142206,No gesture
123565,Sliding Two Fingers Up
11687,Doing other things
83645,Turning Hand Clockwise
112794,Sliding Two Fingers Up
53267,Swiping Right
6602,Stop Sign
23182,Thumb Up
89487,Turning Hand Clockwise
24495,Thumb Up
143108,Doing other things
69503,No gesture
80280,No gesture
86001,Doing other things
55586,Sliding Two Fingers Up
32175,Sliding Two Fingers Down
119078,Sliding Two Fingers Up
121730,Sliding Two Fingers Up
145812,Doing other things
39089,No gesture
8113,Thumb Up
11562,Doing other things
52722,Sliding Two Fingers Down
29924,Swiping Right
33439,Stop Sign
55117,Sliding Two Fingers Down
60924,Swiping Left
97293,Swiping Left
90005,Doing other things
16308,Swiping Left
129137,Stop Sign
30389,Sliding Two Fingers Down
11629,No gesture
124758,Swiping Right
43942,Swiping Left
137500,Stop Sign
123708,Swiping Right
31730,Doing other things
92743,Doing other things
62247,Stop Sign
118768,Turning Hand Clockwise
91739,Sliding Two Fingers Down
110730,Swiping Right
45573,Doing other things
50419,Doing other things
130906,Doing other things
55767,Swiping Left
115036,Thumb Up
95351,Turning Hand Clockwise
46157,Stop Sign
128579,Turning Hand Clockwise
111869,No gesture
85859,Thumb Up
79522,Thumb Up
50651,No gesture
